customer_ID,hotel,canceled,lead_time,arrival_year,arrival_month,arrival_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,appointment_status_value,payment_method,total_payment,gender,age_count
236,Resort Hotel,0,77,2015,July,28,9,2,3,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,65.5,0,0,Check-Out,14-07-2015,Completed,Working capital,1540,Male,36
237,Resort Hotel,0,90,2015,July,28,9,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,90.95,0,0,Check-Out,16-07-2015,Rescheduled,Cash,9027,Male,40
238,Resort Hotel,0,90,2015,July,28,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,93.6,0,0,Check-Out,16-07-2015,Rescheduled,Working capital,6159,Female,55
239,Resort Hotel,0,90,2015,July,28,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,,0,Contract,119.25,0,0,Check-Out,16-07-2015,Cancelled,Medicare,7110,Female,35
240,Resort Hotel,0,366,2015,July,28,9,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,134.73,0,0,Check-Out,16-07-2015,Completed,Working capital,7217,Male,43
241,Resort Hotel,0,249,2015,July,28,9,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,112,0,1,Check-Out,16-07-2015,Rescheduled,Medicare,9253,Male,23
242,Resort Hotel,1,69,2015,July,28,9,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,118.13,0,2,Canceled,13-05-2015,Cancelled,Working capital,3089,Male,21
243,Resort Hotel,0,10,2015,July,28,10,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,131,0,0,Check-Out,11-07-2015,Completed,Medicare,9318,Male,61
244,Resort Hotel,0,22,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,88.2,0,0,Check-Out,12-07-2015,Missed,Auto,6328,Male,68
245,Resort Hotel,0,91,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Check-Out,12-07-2015,Cancelled,Insurance,6571,Female,46
246,Resort Hotel,0,23,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,12-07-2015,Rescheduled,Cash,2963,Female,51
247,Resort Hotel,0,11,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110.5,0,1,Check-Out,12-07-2015,Missed,Working capital,1277,Female,34
248,Resort Hotel,0,3,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,0,1,Check-Out,12-07-2015,Missed,Insurance,4860,Female,60
249,Resort Hotel,0,13,2015,July,28,10,0,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,,0,Transient,185,1,1,Check-Out,12-07-2015,Missed,Cash,111,Male,60
250,Resort Hotel,0,108,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,87.3,0,2,Check-Out,12-07-2015,Cancelled,Cash,5352,Female,33
251,Resort Hotel,0,37,2015,July,28,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105,,0,Transient,120,0,1,Check-Out,13-07-2015,Rescheduled,Medicare,4499,Male,19
252,Resort Hotel,0,21,2015,July,28,10,1,2,2,0,0,BB,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,0,Transient,98,0,1,Check-Out,13-07-2015,Missed,Auto,8334,Male,51
253,Resort Hotel,0,106,2015,July,28,10,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,96.3,0,2,Check-Out,13-07-2015,Completed,Auto,9235,Male,25
254,Resort Hotel,0,30,2015,July,28,10,2,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,197,0,1,Check-Out,14-07-2015,Missed,Insurance,5545,Female,30
255,Resort Hotel,1,51,2015,July,28,10,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Canceled,29-06-2015,Missed,Auto,6670,Male,59
256,Resort Hotel,0,79,2015,July,28,10,2,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,2,Check-Out,15-07-2015,Cancelled,Working capital,9296,Female,25
257,Resort Hotel,0,21,2015,July,28,10,2,3,2,0,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,,0,Transient,165,1,3,Check-Out,15-07-2015,Cancelled,Auto,8312,Female,47
258,Resort Hotel,0,35,2015,July,28,10,2,3,2,2,0,BB,EST,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,149.4,0,0,Check-Out,15-07-2015,Rescheduled,Insurance,506,Male,49
259,Resort Hotel,0,78,2015,July,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,106.84,1,2,Check-Out,17-07-2015,Completed,Auto,9306,Male,53
260,Resort Hotel,0,31,2015,July,28,10,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient,161,1,1,Check-Out,17-07-2015,Cancelled,Working capital,4531,Male,64
261,Resort Hotel,0,78,2015,July,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,134.43,0,2,Check-Out,17-07-2015,Missed,Medicare,5343,Female,47
262,Resort Hotel,0,78,2015,July,28,10,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,144.43,1,2,Check-Out,17-07-2015,Rescheduled,Insurance,6642,Male,18
263,Resort Hotel,0,44,2015,July,28,10,2,5,1,0,0,HB,RUS,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,244,,0,Transient,152,0,0,Check-Out,17-07-2015,Missed,Medicare,7036,Female,60
264,Resort Hotel,0,34,2015,July,28,10,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,125.54,0,3,Check-Out,17-07-2015,Missed,Medicare,9006,Male,56
265,Resort Hotel,0,87,2015,July,28,10,2,5,2,1,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5,,0,Transient,133.83,0,2,Check-Out,17-07-2015,Cancelled,Medicare,4246,Male,34
266,Resort Hotel,0,11,2015,July,28,10,2,6,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,,0,Transient,159.75,1,0,Check-Out,18-07-2015,Rescheduled,Cash,240,Female,37
267,Resort Hotel,0,115,2015,July,28,10,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120.6,0,2,Check-Out,19-07-2015,Completed,Cash,4982,Female,41
268,Resort Hotel,0,86,2015,July,28,10,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,112.2,0,0,Check-Out,20-07-2015,Completed,Medicare,6112,Female,67
269,Resort Hotel,0,41,2015,July,28,10,4,7,2,0,1,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,110.6,0,0,Check-Out,21-07-2015,Cancelled,Insurance,1063,Female,39
270,Resort Hotel,0,32,2015,July,28,10,4,9,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,105.9,0,0,Check-Out,23-07-2015,Cancelled,Working capital,7251,Female,46
271,Resort Hotel,0,34,2015,July,28,10,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,95.27,0,3,Check-Out,17-07-2015,Rescheduled,Working capital,8664,Female,39
272,Resort Hotel,0,34,2015,July,28,10,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,108.83,0,1,Check-Out,17-07-2015,Completed,Auto,3710,Male,61
273,Resort Hotel,1,100,2015,July,28,11,2,3,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,,0,Transient,153.96,0,0,Canceled,29-05-2015,Completed,Insurance,9984,Male,26
274,Resort Hotel,0,44,2015,July,28,11,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120.6,0,0,Check-Out,16-07-2015,Completed,Cash,6994,Female,54
275,Resort Hotel,0,304,2015,July,28,11,2,4,2,0,1,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,90.67,0,1,Check-Out,17-07-2015,Missed,Medicare,7411,Male,27
276,Resort Hotel,1,36,2015,July,28,11,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,126.67,0,0,Canceled,08-06-2015,Completed,Auto,205,Female,53
277,Resort Hotel,0,117,2015,July,28,11,2,4,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,144.4,0,1,Check-Out,17-07-2015,Missed,Working capital,5639,Male,54
278,Resort Hotel,0,70,2015,July,28,11,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,99.5,1,2,Check-Out,17-07-2015,Rescheduled,Cash,9973,Male,45
279,Resort Hotel,0,110,2015,July,28,11,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,139.4,0,1,Check-Out,18-07-2015,Missed,Cash,6887,Female,45
280,Resort Hotel,1,109,2015,July,28,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,22-04-2015,Rescheduled,Medicare,2237,Female,59
281,Resort Hotel,0,33,2015,July,28,11,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,89.97,0,1,Check-Out,15-07-2015,Completed,Working capital,4545,Female,60
282,Resort Hotel,0,33,2015,July,28,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,15-07-2015,Completed,Insurance,3630,Male,38
283,Resort Hotel,0,33,2015,July,28,11,2,2,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,123,0,0,Check-Out,15-07-2015,Rescheduled,Cash,1386,Female,41
284,Resort Hotel,0,0,2015,July,28,11,0,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,123,0,0,Check-Out,12-07-2015,Cancelled,Medicare,7152,Male,59
285,Resort Hotel,0,0,2015,July,28,11,0,1,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,144.9,0,1,Check-Out,12-07-2015,Rescheduled,Insurance,3754,Female,57
286,Resort Hotel,0,0,2015,July,28,11,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,153,0,0,Check-Out,12-07-2015,Cancelled,Working capital,7202,Male,19
287,Resort Hotel,0,0,2015,July,28,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,0,1,Check-Out,12-07-2015,Missed,Cash,2459,Male,25
288,Resort Hotel,0,84,2015,July,28,11,1,1,2,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,113,0,Transient,100,1,0,Check-Out,13-07-2015,Missed,Insurance,8205,Female,65
289,Resort Hotel,0,71,2015,July,28,11,1,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient,65.5,0,0,Check-Out,13-07-2015,Missed,Insurance,8736,Male,44
290,Resort Hotel,0,16,2015,July,28,11,1,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,,0,Transient,123,0,1,Check-Out,13-07-2015,Completed,Insurance,6541,Male,39
291,Resort Hotel,0,54,2015,July,28,11,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,14-07-2015,Missed,Cash,5147,Female,54
292,Resort Hotel,0,8,2015,July,28,11,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,131,0,0,Check-Out,14-07-2015,Cancelled,Cash,8327,Male,44
293,Resort Hotel,0,36,2015,July,28,11,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,104.68,1,0,Check-Out,18-07-2015,Missed,Auto,5303,Female,46
294,Resort Hotel,0,40,2015,July,28,11,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,166,0,0,Check-Out,18-07-2015,Rescheduled,Working capital,9767,Female,20
295,Resort Hotel,1,59,2015,July,28,11,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,111.25,0,2,Canceled,19-05-2015,Rescheduled,Medicare,1898,Female,61
296,Resort Hotel,0,79,2015,July,28,11,2,6,2,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,,0,Transient,213.75,0,0,Check-Out,19-07-2015,Completed,Insurance,9700,Female,30
297,Resort Hotel,0,32,2015,July,28,11,4,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,178,1,0,Check-Out,21-07-2015,Rescheduled,Auto,5391,Male,62
298,Resort Hotel,0,110,2015,July,28,11,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,113.9,0,1,Check-Out,18-07-2015,Cancelled,Medicare,5595,Male,27
299,Resort Hotel,0,33,2015,July,28,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,129.29,1,0,Check-Out,18-07-2015,Missed,Auto,6384,Male,53
300,Resort Hotel,0,53,2015,July,29,12,1,0,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,153,1,0,Check-Out,13-07-2015,Completed,Cash,7385,Female,26
301,Resort Hotel,0,2,2015,July,29,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,98,1,2,Check-Out,13-07-2015,Missed,Insurance,1400,Male,44
302,Resort Hotel,0,8,2015,July,29,12,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,169,1,2,Check-Out,18-07-2015,Missed,Medicare,6969,Male,51
303,Resort Hotel,1,72,2015,July,29,12,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,93,0,2,Canceled,12-05-2015,Cancelled,Medicare,9535,Female,68
304,Resort Hotel,0,12,2015,July,29,12,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,132.29,0,0,Check-Out,19-07-2015,Rescheduled,Medicare,3197,Female,18
305,Resort Hotel,0,48,2015,July,29,12,2,5,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,123,0,1,Check-Out,19-07-2015,Rescheduled,Medicare,4716,Male,49
306,Resort Hotel,0,90,2015,July,29,12,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient-Party,117.22,0,1,Check-Out,12-07-2015,Missed,Medicare,109,Female,42
307,Resort Hotel,0,34,2015,July,29,12,2,5,2,0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,156,,0,Transient,149,0,1,Check-Out,19-07-2015,Completed,Auto,5852,Female,46
308,Resort Hotel,1,58,2015,July,29,12,2,5,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,,0,Transient,164.57,0,1,Canceled,29-06-2015,Rescheduled,Insurance,9952,Female,24
309,Resort Hotel,0,59,2015,July,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,,0,Contract,107,0,0,Check-Out,19-07-2015,Completed,Cash,6395,Female,66
310,Resort Hotel,0,90,2015,July,29,12,2,5,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient-Party,117.22,1,2,Check-Out,19-07-2015,Rescheduled,Cash,4915,Male,20
311,Resort Hotel,0,116,2015,July,29,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,119.25,0,0,Check-Out,19-07-2015,Completed,Cash,1172,Female,37
312,Resort Hotel,0,31,2015,July,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,123,0,0,Check-Out,19-07-2015,Cancelled,Cash,3325,Female,37
313,Resort Hotel,1,51,2015,July,29,12,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,105.71,0,0,Canceled,03-07-2015,Completed,Auto,1416,Female,47
314,Resort Hotel,0,48,2015,July,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,123,0,1,Check-Out,19-07-2015,Cancelled,Working capital,5799,Female,52
315,Resort Hotel,0,59,2015,July,29,12,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,144.43,1,2,Check-Out,19-07-2015,Cancelled,Insurance,6907,Female,52
316,Resort Hotel,1,97,2015,July,29,12,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,126,0,1,Canceled,19-06-2015,Completed,Medicare,6774,Female,66
317,Resort Hotel,0,12,2015,July,29,12,4,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,148.3,1,2,Check-Out,21-07-2015,Cancelled,Working capital,3783,Female,56
318,Resort Hotel,0,64,2015,July,29,12,4,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,125.22,0,1,Check-Out,21-07-2015,Missed,Cash,7327,Female,44
319,Resort Hotel,0,31,2015,July,29,12,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,123,0,0,Check-Out,23-07-2015,Cancelled,Working capital,3373,Male,43
320,Resort Hotel,0,59,2015,July,29,12,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,130,1,1,Check-Out,23-07-2015,Rescheduled,Insurance,7100,Female,31
321,Resort Hotel,1,55,2015,July,29,12,4,10,2,10,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,8,,0,Contract,133.16,0,1,No-Show,12-07-2015,Completed,Medicare,245,Male,34
322,Resort Hotel,0,81,2015,July,29,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient,78.84,0,0,Check-Out,19-07-2015,Missed,Medicare,5110,Female,35
323,Resort Hotel,0,1,2015,July,29,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,80.1,0,0,Check-Out,13-07-2015,Completed,Insurance,3140,Female,62
324,Resort Hotel,0,34,2015,July,29,12,2,0,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,193,0,1,Check-Out,14-07-2015,Rescheduled,Insurance,9754,Female,69
325,Resort Hotel,0,13,2015,July,29,12,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,88.2,0,0,Check-Out,14-07-2015,Rescheduled,Cash,9876,Female,46
326,Resort Hotel,0,40,2015,July,29,12,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241,,0,Transient,90.71,0,0,Check-Out,14-07-2015,Rescheduled,Medicare,582,Male,37
327,Resort Hotel,0,1,2015,July,29,12,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,,0,Transient,114.5,0,1,Check-Out,14-07-2015,Cancelled,Working capital,3279,Female,44
328,Resort Hotel,0,34,2015,July,29,12,2,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120.2,0,1,Check-Out,14-07-2015,Cancelled,Auto,1349,Female,35
329,Resort Hotel,0,88,2015,July,29,12,2,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,15-07-2015,Completed,Auto,730,Male,21
330,Resort Hotel,0,9,2015,July,29,12,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,117.9,0,3,Check-Out,15-07-2015,Completed,Insurance,8953,Male,18
331,Resort Hotel,1,24,2015,July,29,12,2,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,128,0,0,Canceled,22-06-2015,Missed,Cash,2952,Female,67
332,Resort Hotel,0,97,2015,July,29,12,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,90.95,0,0,Check-Out,16-07-2015,Missed,Auto,1087,Male,18
333,Resort Hotel,0,60,2015,July,29,12,2,2,2,0,1,BB,FIN,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,,0,Transient,107,0,2,Check-Out,16-07-2015,Completed,Medicare,7722,Male,43
334,Resort Hotel,0,100,2015,July,29,12,2,2,2,2,0,BB,CN,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,130.05,1,1,Check-Out,16-07-2015,Cancelled,Insurance,7427,Male,62
335,Resort Hotel,0,50,2015,July,29,12,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Contract,123,0,0,Check-Out,17-07-2015,Rescheduled,Working capital,9838,Female,37
336,Resort Hotel,1,47,2015,July,29,12,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,103.8,0,0,No-Show,12-07-2015,Completed,Insurance,8941,Female,69
337,Resort Hotel,0,8,2015,July,29,12,2,3,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,196,0,1,Check-Out,17-07-2015,Missed,Working capital,9260,Female,40
338,Resort Hotel,0,34,2015,July,29,12,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,149.4,1,0,Check-Out,17-07-2015,Cancelled,Insurance,1200,Male,27
339,Resort Hotel,0,47,2015,July,29,13,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,175.71,0,0,Check-Out,20-07-2015,Completed,Insurance,6752,Female,28
340,Resort Hotel,0,115,2015,July,29,13,2,5,2,0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134,,0,Transient-Party,119.7,0,2,Check-Out,20-07-2015,Completed,Insurance,8732,Male,58
341,Resort Hotel,1,79,2015,July,29,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,100.86,0,1,Canceled,13-05-2015,Cancelled,Working capital,7521,Female,58
342,Resort Hotel,0,91,2015,July,29,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,100.86,0,0,Check-Out,20-07-2015,Completed,Working capital,5116,Female,22
343,Resort Hotel,0,98,2015,July,29,13,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,82,0,3,Check-Out,15-07-2015,Cancelled,Insurance,869,Male,18
344,Resort Hotel,0,109,2015,July,29,13,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,73.8,0,1,Check-Out,15-07-2015,Rescheduled,Auto,1443,Female,34
345,Resort Hotel,0,0,2015,July,29,13,1,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,117.9,1,0,Check-Out,15-07-2015,Cancelled,Cash,4458,Male,39
346,Resort Hotel,0,0,2015,July,29,13,1,1,4,0,0,BB,PRT,Direct,Direct,0,0,0,L,H,0,No Deposit,,,0,Transient,150,0,0,Check-Out,15-07-2015,Cancelled,Cash,9869,Male,51
347,Resort Hotel,0,9,2015,July,29,13,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,161,1,2,Check-Out,15-07-2015,Cancelled,Cash,6880,Female,62
348,Resort Hotel,0,62,2015,July,29,13,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient,64,0,2,Check-Out,15-07-2015,Completed,Working capital,6702,Male,58
349,Resort Hotel,1,45,2015,July,29,13,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Canceled,18-06-2015,Completed,Working capital,2449,Female,46
350,Resort Hotel,0,42,2015,July,29,13,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,110,1,0,Check-Out,16-07-2015,Cancelled,Auto,5799,Female,21
351,Resort Hotel,0,54,2015,July,29,13,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,88.2,1,1,Check-Out,16-07-2015,Completed,Cash,1341,Male,22
352,Resort Hotel,0,51,2015,July,29,13,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,130,1,0,Check-Out,16-07-2015,Missed,Cash,1225,Female,28
353,Resort Hotel,0,54,2015,July,29,13,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,88.2,0,1,Check-Out,16-07-2015,Missed,Insurance,9482,Male,68
